List,Story,TrialType,AudioLink,ProbeNumber,SectionNumber,LastLine,LineLength,AudioLength,LangContext,SwitchType,FillerCS,QuestionNumber,QuestionStimuli,Answer1,Answer2,Answer3,Answer4,Answer5,CorrectResponse,ICE,RelevantSentence1,RelevantSentence2,RelevantSentence3,InfoDistanceFromProbe,RelevantSection,RelSecLangContext,InfoContext,InfoLanguage
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,66,Who was hit and got cut over the eye?,Arthur,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,514,NA,NA,2,25,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,67,Holmes refers to one of the tracks of footprints as belong to â€œBoot-Manâ€.  Who do you think Boot-Man was?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,538,NA,NA,1,26,CSstoryENGsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,68,Why do you think that Holmes took the old shoes he had bought over to the scene of the crime? ,To check to see if they matched the prints in the snow,To check to see if they fit Arthur,To check to see if they fit Mr. Holder,To give them to the police as evidence,I have no idea,A,0,564,NA,NA,0,27,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,69,Who did Holmes first go talk to when trying to buy back the stolen jewels?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,570,569,NA,10,28,CSstoryCSsection,CSstoryENGinfo,CSstoryCSinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter D (Arthur) as your answer. This is to check that you are engaged in the study task.",Sherlock,Watson,Mary,Arthur,I have no idea,D,0,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,70,What did Holmes find out the thief had done with the stolen jewels? ,Eaten them,Made a ring out of them,Sold them,Put them in a safety deposit box,I have no idea,C,1,577,NA,NA,3,28,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,71,What did the villain almost attack Holmes with?,A sculpture,A baseball bat,A hammer,A bowling pin,I have no idea,A,0,572,NA,NA,8,28,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,72,Where does Holmes think Mary is? ,With Arthur Holder,With Mr. Holder,With Sir Christopher Bradley,With Sir George Burnwell,I have no idea,D,1,587,NA,NA,1,29,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,73,Who was the main villain? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,NA,NA,NA,NA,NA,NA,NA,NA
2,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,74,Who was it that originally took the crown from the drawer? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,B,1,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec1.mp4,25,1,19,19,106,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec2.mp4,26,2,39,20,105,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec4.mp4,27,4,70,21,135,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec6.mp4,28,6,100,17,96,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec7.mp4,29,7,116,16,79,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec8.mp4,30,8,128,12,88,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec9.mp4,31,9,150,22,98,CSstoryENGsection,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec10.mp4,32,10,173,23,119,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec11.mp4,33,11,203,30,118,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec12.mp4,34,12,220,17,86,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec13.mp4,35,13,241,21,73,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec14.mp4,36,14,271,30,155,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec15.mp4,37,15,283,12,85,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec17.mp4,38,17,334,30,101,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec18.mp4,39,18,372,38,142,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec19.mp4,40,19,395,23,100,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec20_21.mp4,41,20,435,23,110,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec22.mp4,42,22,465,30,112,CSstoryCSsection,CSnoun,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec23.mp4,43,23,496,31,139,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec24.mp4,44,24,509,13,96,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec25.mp4,45,25,516,7,55,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec26.mp4,46,26,539,23,180,CSstoryENGsection,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec27.mp4,47,27,564,25,131,CSstoryCSsection,CSnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrCSVidSec28.mp4,48,28,580,16,70,CSstoryCSsection,CSverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/EmCrENGVidSec29.mp4,49,29,588,8,40,CSstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,100,NA,NA,NA,NA,NA,NA,NA,45,"At the very beginning of the story, Watson sees a man outside doing what?",Sleeping on a park bench,Running down the street,Selling newspapers,Being arrested,I have no idea,B,0,10,1,NA,9,1,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,46,What is the name of Mr. Holderâ€™s banking firm? ,"Holder & Stevenson, of Threadneedle Street","Holder Bank Company, of Bond Street","London Banking, of High Street","Holder & Sons, of Baker Street",I have no idea,A,0,39,NA,NA,0,2,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,47,How many emeralds are in the Emerald Crown?,39,102,15,3,I have no idea,A,0,69,67,NA,1,4,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,48,How long had Lucy Parr been employed in the Holder household? ,25 years,10 years,One week,A few months,I have no idea,D,0,97,NA,NA,3,6,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,49,Why does Mr. Holder say his son Arthur kept getting drawn back in to gambling? ,Because he didn't try to stop,Because he worked in a casino,Because he was so good at it,Because one of his friends kept drawing him back in,I have no idea,D,1,116,NA,NA,0,7,CSstoryCSsection,CSstoryCSinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,50,What is the one matter in which Mr. Holder says Mary has gone against his wishes? ,When she accepted a job at the bank,When she refused to marry his son,When she refused to wash the dishes,When she cut her hair extremely short,I have no idea,B,0,127,126,NA,1,8,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,51,What does Mr. Holder do when his son asked him for money?,He gives him half of what he asked for,He gives him all of what he asked for,He gets mad and says no,"He says no at first, but then gives him the money",I have no idea,C,0,150,149,NA,0,9,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter A (Mr. Holder) as your answer. This is to check that you are engaged in the study task.",Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,A,0,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,52,"When Mr. Holder woke up in the middle of the night, who did he see in his room? ","His maid, Lucy","His niece, Mary","His butler, Jeeves","His son, Arthur",I have no idea,D,0,173,172,NA,0,10,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,53,What does Arthur ask his father when he is being arrested? ,To call an attorney for him,To leave the house for 5 minutes,To complain to the mayor about his treatment,To take careful notes about everything,I have no idea,B,0,203,NA,NA,0,11,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,54,Where was Arthur while Mr. Holder was telling his story to Holmes and Watson? ,In a jail cell,At home,At his trial,In the same room,I have no idea,A,0,214,NA,NA,6,12,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,55,What is the alternative explanation Holmes gives Mr. Holder for why Arthur might have been twisting the crown? ,Holmes suggests Arthur was adding in a new emerald,Holmes suggests Arthur was trying to straighten it out,Holmes suggests Arthur was taking a photo of it,Holmes suggests Arthur was polishing it up,I have no idea,B,0,241,NA,NA,0,13,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,56,What was the name of the bankerâ€™s house?,Holder's Palace,Fairbank,Brookside,Monticello,I have no idea,B,0,271,NA,NA,0,14,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,57,What did Watson notice about Maryâ€™s appearance when he first saw her?,That she was very short,That she was very fat,That she had a beautiful singing voice,That she was very pale,I have no idea,D,0,280,NA,NA,3,15,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,58,Who did the maid go to see at night?,Francis Proper,Sir George Burnwell,Arthur Holder,Sherlock Holmes,I have no idea,A,0,334,NA,NA,0,17,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,59,What did Holmes do when he first looked at the crown? ,He whistled and complimented it,He tried to break it,He threw it out the window,He put it on,I have no idea,B,0,367,NA,NA,5,18,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,60,How much money does the banker agree to let Holmes spend trying to solve the mystery? ,A half day's salary,Whatever he needs to get back the gems,The price of a cab ride home,Holmes doesn't need any money,I have no idea,B,0,394,NA,NA,1,19,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,61,"When Holmes stops by his apartment to have a cup of tea with Watson and change his disguise, what kind of mood does Watson say he was in?",A very sad mood,A very angry mood,A very good mood,He was asleep,I have no idea,C,0,423,409,NA,7,20,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,62,What did Watson observe about the banker when he came to his apartment the next morning?,He seemed to be tired and sad,He seemed to be drunk,He seemed to be extremely happy,He seemed to be hiding a secret,I have no idea,A,0,435,NA,NA,0,20,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,63,How much does Holmes tell the banker to make out the check? ,50 pounds,299 pounds,"4,000 pounds","20,000 pounds",I have no idea,C,0,465,NA,NA,0,22,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,64,Who does Holmes say was Mary in the habit of seeing nearly every evening? ,Sir George Burnwell,Watson,Francis Prosper,Mr. Holder's banking partner,I have no idea,A,1,496,487,NA,0,23,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,65,Who did Arthur see walking down the hallway when he woke up in the middle of the night?,Mr. Holder,Mary,Sir George Burnwell,Lucy Parr,I have no idea,B,0,505,499,NA,4,24,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,66,Who was hit and got cut over the eye?,Arthur,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,514,NA,NA,2,25,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,67,Holmes refers to one of the tracks of footprints as belong to â€œBoot-Manâ€.  Who do you think Boot-Man was?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,538,NA,NA,1,26,CSstoryENGsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,68,Why do you think that Holmes took the old shoes he had bought over to the scene of the crime? ,To check to see if they matched the prints in the snow,To check to see if they fit Arthur,To check to see if they fit Mr. Holder,To give them to the police as evidence,I have no idea,A,0,564,NA,NA,0,27,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,69,Who did Holmes first go talk to when trying to buy back the stolen jewels?,Arthur Holder,Mr. Holder,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,570,569,NA,10,28,CSstoryCSsection,CSstoryCSinfo,CSstoryCSinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,100,"For this question, please select the letter D (Arthur) as your answer. This is to check that you are engaged in the study task.",Sherlock,Watson,Mary,Arthur,I have no idea,D,0,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,70,What did Holmes find out the thief had done with the stolen jewels? ,Eaten them,Made a ring out of them,Sold them,Put them in a safety deposit box,I have no idea,C,1,577,NA,NA,3,28,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,71,What did the villain almost attack Holmes with?,A sculpture,A baseball bat,A hammer,A bowling pin,I have no idea,A,0,572,NA,NA,8,28,CSstoryCSsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,72,Where does Holmes think Mary is? ,With Arthur Holder,With Mr. Holder,With Sir Christopher Bradley,With Sir George Burnwell,I have no idea,D,1,587,NA,NA,1,29,CSstoryENGsection,CSstoryENGinfo,CSstoryENGinfo
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,73,Who was the main villain? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,D,1,NA,NA,NA,NA,NA,NA,NA,NA
3,EC,question,https://github.com/lsalig/ACS/blob/lsalig-audiofiles2/error.wav?raw=true,NA,NA,NA,NA,NA,NA,NA,NA,74,Who was it that originally took the crown from the drawer? ,Arthur Holder,Mary,Sir Christopher Bradley,Sir George Burnwell,I have no idea,B,1,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec1.m4a,1,1,9,9,64,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec2.m4a,2,2,21,12,86,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec3.m4a,3,3,32,11,56,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec4.m4a,4,4,46,14,93,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec5.m4a,5,5,65,19,105,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec6.m4a,6,6,84,19,87,ENGstoryENGsection,ENGverb,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec7.m4a,7,7,114,30,114,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec8.m4a,8,8,138,24,84,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec10.m4a,9,10,189,25,100,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec11.m4a,10,11,225,36,139,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec12.m4a,11,12,248,23,80,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec13.m4a,12,13,267,19,57,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec14.m4a,13,14,291,24,78,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec15.m4a,14,15,307,16,78,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec16.m4a,15,16,328,21,89,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec18.m4a,16,18,385,28,104,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec19.m4a,17,19,408,23,81,ENGstoryENGsection,ENGnoun,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,TS,listen,https://github.com/SherlCSPL/Sherlock-Holmes-CSPL-repository/blob/main/AudioENG3StuSec20.m4a,18,20,434,26,105,ENGstoryENGsection,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
